Handle,Wallet,Balance_SOL,Tx_Count,Wallet_Created,Holds_Token,RiskScore,RiskLevel,Verified,Timestamp,Comment,Reasons
@0xjayben,5jaD6tHR34QkdwG7sSdkf9cER5WVtUWkFGWrZ5fvbnHy,0.0150,4,2026-07-24 12:26:16,No,0,LOW,True,2026-08-11 17:10:00,I have a question can i win ?   5jaD6tHR34QkdwG7sSdkf9cER5WVtUWkFGWrZ5fvbnHy,Verified account
@Testimony64,FvLgXW8AaH1Gtae6RsxWMduxkBxQkRk9JMmzckRqvtrE,0.1262,100,2026-07-31 10:43:15,No,0,LOW,True,2026-08-11 16:38:00,Thank you Rad   FvLgXW8AaH1Gtae6RsxWMduxkBxQkRk9JMmzckRqvtrE   I can’t be unlucky for 365 days,Verified account
@GeorgeFaithful6,ExXdd25s9QkFTb1Sxipzy7A5GQq2jnDLn62aykzviJ7Q,0.0000,100,2026-01-22 17:21:46,No,0,LOW,True,2026-08-11 17:36:00,Can i be lucky enough to get a win  Thanks a lot for this opportunity @RadTrades_   ExXdd25s9QkFTb1Sxipzy7A5GQq2jnDLn62aykzviJ7Q,Verified account
@Ifwpromax,HCXcRmXEnKyos242dVqM9gUMg9UKGd5cVh2RLwcVsqsw,0.0009,100,2025-10-17 20:12:53,No,0,LOW,True,2026-08-11 18:33:00,Thanks Rad  HCXcRmXEnKyos242dVqM9gUMg9UKGd5cVh2RLwcVsqsw,Verified account
@notspidey192,8iCrZMfGQ6wLTuoznbgCYD1sPiMAtgdLQEfvsmKrJXgG,0.0000,4,2026-05-18 11:39:38,No,0,LOW,True,2026-08-11 23:27:00,Never gonna sell till eternity. Pls onboard me legend. Gonna be so grateful. @RadTrades_  8iCrZMfGQ6wLTuoznbgCYD1sPiMAtgdLQEfvsmKrJXgG,Verified account
@dyktr3nchkid,879K61wn8TpJY6fuSWy6MK9G2WDVgsHARP6WHaEoyByk,0.0020,7,2026-07-29 22:49:35,No,0,LOW,True,2026-08-11 17:48:00,Please 🥺🙏 can I be one of them @RadTrades_  Thank you Sir   879K61wn8TpJY6fuSWy6MK9G2WDVgsHARP6WHaEoyByk,Verified account
@Markofweb3X,Hudkn7zNsdD4LxTKYNeMecQFH2KkwoUxe3EUaCpGJXNw,0.0048,34,2026-07-24 11:21:02,No,0,LOW,True,2026-08-11 17:57:00,Thanks brother   Hudkn7zNsdD4LxTKYNeMecQFH2KkwoUxe3EUaCpGJXNw,Verified account
@ifw_Tobi,5TdqDpiNn5NzkDYKzx5DxKBfK6U2WtBVqrtm33McBtbh,0.0000,100,2026-07-26 16:21:03,No,0,LOW,True,2026-08-11 18:54:00,Hey Rad can I win?  Thank you   5TdqDpiNn5NzkDYKzx5DxKBfK6U2WtBVqrtm33McBtbh,Verified account
@Stickmanishim,EUVty5Ad5LqfCrGZg2H7JjhNK4FJuMb1xBZLpPHQLiM6,0.0000,100,2025-05-03 14:33:26,No,0,LOW,True,2026-08-11 16:40:00,EUVty5Ad5LqfCrGZg2H7JjhNK4FJuMb1xBZLpPHQLiM6  Can I get airdrop Rad? I’ll really appreciate it,Verified account
@Big_____Tom,3PoT7U4vUNWAMHXX5r483AvqhWeCuLGs9kpLSB1srdmn,0.0000,52,2026-07-31 16:57:14,No,0,LOW,True,2026-08-11 17:08:00,Thank you Rad   3PoT7U4vUNWAMHXX5r483AvqhWeCuLGs9kpLSB1srdmn,Verified account
@srisasibe1,GHu6wuFoUCRnDtA6s6HQLLrBNonfGt2L6pkHLe343yJW,0.0000,100,2026-07-03 16:08:43,No,0,LOW,True,2026-08-11 17:15:00,Thanks for the support 😊   GHu6wuFoUCRnDtA6s6HQLLrBNonfGt2L6pkHLe343yJW,Verified account
@Mackxyz9,7kxTr8o3ru343Ues6eKKrr3bXht55eVtJKQmHi9tLw4Q,0.0349,64,2023-12-15 08:00:04,No,0,LOW,True,2026-08-11 17:41:00,My luck get this   7kxTr8o3ru343Ues6eKKrr3bXht55eVtJKQmHi9tLw4Q,Verified account
@gelo_sol418,BxVrMYxTdijGLCu9LzsRJTnH8mdtzdHq6E7L3t4Pb1Zz,0.0143,100,2026-07-09 03:08:38,Yes,0,LOW,True,2026-08-11 21:59:00,hope you see this bro 🙏  thank you  BxVrMYxTdijGLCu9LzsRJTnH8mdtzdHq6E7L3t4Pb1Zz,Verified account
@dreay_1,FEdNAX3Y15gwAxVCXbd7FyXhZovu8ddNtbT5o5Rt2hjA,0.0000,0,Unknown,No,0,LOW,True,2026-08-11 19:02:00,FEdNAX3Y15gwAxVCXbd7FyXhZovu8ddNtbT5o5Rt2hjA,Verified account
@osmbreh,J92tKTmxycPZQ5J6wftMbhX8fG4CwPpnC9B6PGcfWx7a,0.0009,100,2025-05-07 09:16:00,No,0,LOW,True,2026-08-11 20:42:00,J92tKTmxycPZQ5J6wftMbhX8fG4CwPpnC9B6PGcfWx7a,Verified account
@AmittCrypto,AZmVqcwgrULNd77XJfgtzQTxAymbfuWW9JoxUSv3meHB,0.1433,100,2025-03-06 08:47:34,No,0,LOW,True,2026-08-11 16:55:00,Always supporting you Hook me up Rad  AZmVqcwgrULNd77XJfgtzQTxAymbfuWW9JoxUSv3meHB,Verified account
@THE_MMANUEL,7H4knp1Nxk2xSNZQ8jSCPn9qVcj5PdDS1W8DwwSbNLug,0.0010,40,2026-07-13 05:16:50,No,0,LOW,True,2026-08-11 21:10:00,Been in need of ansem  7H4knp1Nxk2xSNZQ8jSCPn9qVcj5PdDS1W8DwwSbNLug,Verified account
@AkanmuEric,3DTs2ZeiwoawZEaeiUACz8FbGQ4v1k3HVYWv9pJpVuFz,0.0000,13,2026-06-24 01:27:36,No,0,LOW,True,2026-08-11 21:53:00,Hook me up with some $ANSEM rad  Onboard this Chad   3DTs2ZeiwoawZEaeiUACz8FbGQ4v1k3HVYWv9pJpVuFz,Verified account
@kriptomanniac,2tbMEoQNwBjanoHyAwMHanr88xejSpsqz1WQ961sFkuX,0.0000,100,2025-10-24 13:12:23,No,0,LOW,True,2026-08-11 16:39:00,2tbMEoQNwBjanoHyAwMHanr88xejSpsqz1WQ961sFkuX   Thank you legend.   This would really make me cry if I win  Down bad af,Verified account
@aethernoire,3kcqqBpovwi5Sqc2hx9pvDsQYVABRujPb7YQ312vh4G3,0.0000,100,2025-08-26 21:21:00,No,0,LOW,True,2026-08-12 07:12:00,Full support you  3kcqqBpovwi5Sqc2hx9pvDsQYVABRujPb7YQ312vh4G3,Verified account
@Zamnoor3,DYiPERTLaRfU2EXUPBX691eorRQt59w9Qu3TDNBQAYnH,0.0376,100,2026-02-19 02:28:06,No,0,LOW,True,2026-08-11 17:45:00,DYiPERTLaRfU2EXUPBX691eorRQt59w9Qu3TDNBQAYnH,Verified account
@Shevoxx,7BT2MLvEEenfoPw1W8P6v1fA7VTEc3DzZgoURygFSVB8,0.0010,17,2025-11-18 22:52:13,No,0,LOW,True,2026-08-11 17:09:00,7BT2MLvEEenfoPw1W8P6v1fA7VTEc3DzZgoURygFSVB8,Verified account
@ishow_ola01,91iXMfpVikQzJd6UKXU5HENuJLPk8YTECXYmtswzZohP,0.0011,5,2026-04-23 07:28:55,No,0,LOW,True,2026-08-11 16:39:00,91iXMfpVikQzJd6UKXU5HENuJLPk8YTECXYmtswzZohP,Verified account
@zeig39042,CuCc2KyK21aK7yuxVjA9yNHpLYK5YhJMyDnsF4j5kat3,0.0062,5,2026-08-09 23:36:00,No,0,LOW,True,2026-08-11 18:07:00,CuCc2KyK21aK7yuxVjA9yNHpLYK5YhJMyDnsF4j5kat3,Verified account
@7Keips,FY65e2WRwbsCoa7UMeBKYRfEN179hkLvJig7xZrnxTWZ,0.0000,100,2024-02-27 22:06:16,No,0,LOW,True,2026-08-11 17:15:00,That would be great   FY65e2WRwbsCoa7UMeBKYRfEN179hkLvJig7xZrnxTWZ,Verified account
@keepwinnerr,EXMnxbd1nRNLuLQFf4DYE4s7csgJXPbe5BucE4fzzMKH,0.0000,100,2026-02-24 10:36:34,No,0,LOW,True,2026-08-11 16:55:00,"May today be a day full of good fortune.  Whatever the outcome, may victory be ours.  Blesss me , may we win!   Thankyou    EXMnxbd1nRNLuLQFf4DYE4s7csgJXPbe5BucE4fzzMKH",Verified account
@ViktorX_IJD,CuK6UFzEJwMXTQqFYWN3VbPvsQkz2zpU1ngbFXLadKtj,2.0217,100,2026-07-03 08:11:57,Yes,0,LOW,True,2026-08-11 16:39:00,Thank you   CuK6UFzEJwMXTQqFYWN3VbPvsQkz2zpU1ngbFXLadKtj,Verified account
@shaqcryptonite,7BCzT9Qx4NaU4UERTiivdy3x6vfeYYWszke1pcQYQqnh,0.0000,100,2025-11-14 14:14:33,No,0,LOW,True,2026-08-11 16:58:00,"7BCzT9Qx4NaU4UERTiivdy3x6vfeYYWszke1pcQYQqnh  Haven't gotten anything $ANSEM ,if I win this I will hold",Verified account
@hiver232,FSvZUpJvPpS7neyqZfcuYgBFRzFec9i7TVSkeAzHg4A2,0.0000,15,2026-08-03 01:19:22,No,0,LOW,True,2026-08-12 01:51:00,FSvZUpJvPpS7neyqZfcuYgBFRzFec9i7TVSkeAzHg4A2   Can I win this please! I need it for the fam,Verified account
@rektmfers,GGJwRHqJkdfiAdHNwqmrnvASzKjKbaATdMBunbwz4uwP,0.0000,100,2026-04-08 05:59:29,No,0,LOW,True,2026-08-11 16:51:00,always active here! 🫡  GGJwRHqJkdfiAdHNwqmrnvASzKjKbaATdMBunbwz4uwP,Verified account
@loxdotsol,GvmkJNRmhgNWy5revZNxU4KFy1YZH1a1ZdVRnkT14GEr,0.0010,100,2026-07-29 12:33:10,No,20,LOW,True,2026-08-11 16:39:00,Hey Rad  Haven’t won for you before  I’m a bagworker   Any chance winning?   GvmkJNRmhgNWy5revZNxU4KFy1YZH1a1ZdVRnkT14GEr,Wallet submitted 2 times by the same account | Handle commented 2 times | Verified account
@Praisewilldoit,J7xV2j6rokVsonqxojxwEGntXwGPbBS3yht9FbnvH215,0.0009,100,2026-05-26 13:02:47,No,0,LOW,True,2026-08-11 23:23:00,Thank you   J7xV2j6rokVsonqxojxwEGntXwGPbBS3yht9FbnvH215,Verified account
@marley_web3,2w2dmxnv6xu6T93ahzFh2iQQK7bbkzvQQdkHaxFCcn7B,0.0009,6,2026-08-08 07:50:30,No,0,LOW,True,2026-08-11 17:05:00,2w2dmxnv6xu6T93ahzFh2iQQK7bbkzvQQdkHaxFCcn7B,Verified account
@TheRealBossjamo,F7dysuySHxqTrAEgDJYo55MBEN9hJz2HaKupdpnMwT18,0.0000,4,2026-08-03 16:02:16,No,0,LOW,True,2026-08-11 16:49:00,F7dysuySHxqTrAEgDJYo55MBEN9hJz2HaKupdpnMwT18,Verified account
@granitexw,AVcUjpdrwNmYS1iUZ2Yy7pzqyiHcq5MzkD4o97p6vduP,0.0000,15,2026-08-07 00:24:04,No,0,LOW,True,2026-08-11 17:07:00,thanks Rad  what a day to get blessed by you  AVcUjpdrwNmYS1iUZ2Yy7pzqyiHcq5MzkD4o97p6vduP,Verified account
@StevenAde_,3385b1DK7V8RKT5gBR2TyjWDaiaGQJAh3zfpUhtjNyxb,0.0010,82,2026-02-04 14:40:59,No,0,LOW,True,2026-08-11 16:44:00,Thank you Chad  3385b1DK7V8RKT5gBR2TyjWDaiaGQJAh3zfpUhtjNyxb,Verified account
@mightyman1111,ELT58jSpZy9yhNv6GBUG1DsxUZ8quyjNDcieC3bruRYu,0.0432,30,2025-02-21 09:05:22,Yes,0,LOW,False,2026-08-11 17:38:00,ELT58jSpZy9yhNv6GBUG1DsxUZ8quyjNDcieC3bruRYu,
@Trading_Tort,9VPMyVhFg7i413wqH3HCTThgjS4oK2kABicfGqZ14A1d,0.0684,100,2026-08-04 02:24:19,Yes,0,LOW,True,2026-08-11 17:41:00,9VPMyVhFg7i413wqH3HCTThgjS4oK2kABicfGqZ14A1d,Verified account
@SkipperXI,F2nG72HzC8spHjYr8RwoRVhTMexLTtGBUwiiPDRt5eJ2,0.0050,48,2026-06-03 04:33:50,No,0,LOW,True,2026-08-11 16:42:00,F2nG72HzC8spHjYr8RwoRVhTMexLTtGBUwiiPDRt5eJ2,Verified account
@SAM_SOL_001,CCTjjycPJjo2T4aDcGdw8quBARWQX36g18BQ4gFMRtNF,0.0000,100,2025-06-16 07:57:46,No,0,LOW,True,2026-08-11 17:12:00,CHOOSE ME CHAMP I PROMISE TO HOLD AND BAGWORK   CCTjjycPJjo2T4aDcGdw8quBARWQX36g18BQ4gFMRtNF,Verified account
@sayur1zz,2PKMujRJtbnj6oibW7bFvBBBLVhAvvctmbLnVBk1yska,0.0000,0,Unknown,No,0,LOW,True,2026-08-11 18:52:00,"Thank, bro  2PKMujRJtbnj6oibW7bFvBBBLVhAvvctmbLnVBk1yska",Verified account
@AdamXMeta,BXG2hvBXTaV5jiXxxPU56mwSXZvcCpnQj6Ri1i9KJRbg,0.0062,100,2026-01-24 03:09:47,No,0,LOW,True,2026-08-11 16:57:00,Appreciate you sharing the wealth @RadTrades_ 🙏🏾  Been watching $ANSEM since the early days and would love to add some to the bag.  BXG2hvBXTaV5jiXxxPU56mwSXZvcCpnQj6Ri1i9KJRbg,Verified account
@Quantzbet,8ub3xSMgvxK1aATLjxFQZ1pSnVL1Uhi6gKT18e7qt3dr,0.0000,0,Unknown,No,0,LOW,False,2026-08-11 18:05:00,Hanging 😂 😂 😂   8ub3xSMgvxK1aATLjxFQZ1pSnVL1Uhi6gKT18e7qt3dr,
@Stylocy,GJQjUiz11a4E9rxrYXgywGKb6mu7Bdz2muyS9Kpj46U4,0.0049,6,2026-06-16 11:28:21,No,0,LOW,True,2026-08-12 05:47:00,I'm here red.   GJQjUiz11a4E9rxrYXgywGKb6mu7Bdz2muyS9Kpj46U4,Verified account
@henevergivesupp,CBACC8tWsyLFqL7mXHZYrpJHu5WkbCuCia3fqHVZCt38,0.0000,45,2026-07-01 00:01:53,No,0,LOW,True,2026-08-11 16:42:00,CBACC8tWsyLFqL7mXHZYrpJHu5WkbCuCia3fqHVZCt38  need please,Verified account
@creedmotion,2TnwF75CAGnpUqoTPfk1Cc3arSvvK1LThDdwXSnEWn8y,0.0009,100,2025-11-04 05:37:41,Yes,0,LOW,True,2026-08-11 16:40:00,nitter.net/creedmotion/status/208…  4th time trying  been holding $ansem for 40 plus days now  would be great if i get to win   thank you @RadTrades_  2TnwF75CAGnpUqoTPfk1Cc3arSvvK1LThDdwXSnEWn8y,Verified account
@payybase122,3AHiTEigaQG6MXdhxD4uCUXb4HQADiK76ju7FtXPMKm1,0.0000,43,2026-07-13 09:18:01,No,0,LOW,True,2026-08-11 16:38:00,Any is much appreciated!  3AHiTEigaQG6MXdhxD4uCUXb4HQADiK76ju7FtXPMKm1,Verified account
@CadelAndri,728ZoK6SpFh8z5zYBYFMBskAnoUSHJyG3S9AvZpTk7ub,0.0009,100,2026-04-08 16:03:53,No,0,LOW,True,2026-08-11 18:19:00,"728ZoK6SpFh8z5zYBYFMBskAnoUSHJyG3S9AvZpTk7ub  Good luck everyone, manifesting a first win",Verified account
@0xMichiX,ByDvtub4iimiEwTwfHxapFcJZwnB2JwYByRYKaiRN4Aa,0.2495,100,2026-08-03 14:44:31,No,0,LOW,True,2026-08-11 16:49:00,Wish me luck🤲  ByDvtub4iimiEwTwfHxapFcJZwnB2JwYByRYKaiRN4Aa,Verified account
@damidotsol,Erj82qGGYoWxymfr5N6xw7YdUNtWmA3Ft24coXRKhgks,0.0000,6,2026-08-02 22:46:01,No,0,LOW,True,2026-08-12 00:11:00,Active for you dad  Erj82qGGYoWxymfr5N6xw7YdUNtWmA3Ft24coXRKhgks,Verified account
@mickaelanic,8Ax2AVWFzdTp4eDp7H6FEFXvBXxw6ExqnF88S2E42Ftg,0.0000,100,2026-07-05 22:54:17,No,0,LOW,True,2026-08-11 16:43:00,Notifications On  Never miss every single Post you made   DIAMOND HAND FOR $ANSEM   8Ax2AVWFzdTp4eDp7H6FEFXvBXxw6ExqnF88S2E42Ftg,Verified account
@shxdxwsage,24jrvsDsZ2yLA5jCKZX5vmnc7RymDUTkHLVXRFjswsDW,0.0000,100,2026-07-12 19:48:07,No,0,LOW,True,2026-08-11 16:47:00,thank you  24jrvsDsZ2yLA5jCKZX5vmnc7RymDUTkHLVXRFjswsDW,Verified account
@Blakes4566,23qNjrEfSSx5P4skaWoG43VTAm9iakS7tNNXs1RnV1Ra,0.0000,13,2026-07-21 14:53:37,No,0,LOW,True,2026-08-11 17:22:00,23qNjrEfSSx5P4skaWoG43VTAm9iakS7tNNXs1RnV1Ra,Verified account
@AUGUSTUS0000000,9dNFfwYwmkK8chPndm3Fd4Vu7RAK9wMcykL9xc8rYw8G,0.0009,54,2026-04-18 15:46:42,No,0,LOW,True,2026-08-11 16:49:00,9dNFfwYwmkK8chPndm3Fd4Vu7RAK9wMcykL9xc8rYw8G,Verified account
@Z4RIYUH,5APgHGzexn8bSMPPHWRDrRU3bwTu2mW3xcDMGnwL7XMX,0.2511,100,2025-08-14 11:08:45,Yes,0,LOW,True,2026-08-11 16:37:00,MEEEEE 5APgHGzexn8bSMPPHWRDrRU3bwTu2mW3xcDMGnwL7XMX,Verified account
@malleyarc,BLHEkTVWTLAu2194HFBNovtW7W26kumaEXmAsRXfiHjS,0.1179,100,2026-06-26 14:54:26,No,0,LOW,True,2026-08-11 20:11:00,"Been supporting for a while, will I ever get a win? 🥹  BLHEkTVWTLAu2194HFBNovtW7W26kumaEXmAsRXfiHjS   Thank you",Verified account
@maranathaP2023,7zYLxtiXEtTuvXGDkiLfQAHLYiRZdPU3p7ptiKfpqPvc,0.0797,100,2026-04-29 05:34:32,No,0,LOW,True,2026-08-11 17:04:00,Let's have it  7zYLxtiXEtTuvXGDkiLfQAHLYiRZdPU3p7ptiKfpqPvc,Verified account
@Random_dude077,GbPZjsvDvDoe1eLgKVjayYaTJwLLQeYpxvbRn2gKyPVx,0.0000,100,2026-01-15 08:49:50,No,0,LOW,True,2026-08-11 18:38:00,Done ✅  Thanks for this 🙏🏽   I didn't start to give up and won't stop until I won I hope this my time @SolLunix 🙏🏽 I have doing this since day one hope it's my first win thank you for the opportunity   GbPZjsvDvDoe1eLgKVjayYaTJwLLQeYpxvbRn2gKyPVx,Verified account
@RAYOKxx,HDWu9vqLfWNQETWNJQbKfVCrS4YXhPUQ5yn5JHexa3RY,0.0000,100,2026-08-08 18:18:15,No,0,LOW,True,2026-08-11 17:25:00,HDWu9vqLfWNQETWNJQbKfVCrS4YXhPUQ5yn5JHexa3RY,Verified account
@GeneralMartia,Gq3reryt4z8uKbekovfdkoambJPaYAKXNkpzGqrGnECP,0.0000,100,2026-03-13 03:01:21,No,0,LOW,True,2026-08-11 17:07:00,Thank you ☺️   Gq3reryt4z8uKbekovfdkoambJPaYAKXNkpzGqrGnECP,Verified account
@Womanempowerm10,J17E1dz7bKMdzgHeXQE5BgdhizCM7e6NYYZwmRde7vQT,0.0161,100,2026-05-02 05:43:23,Yes,0,LOW,True,2026-08-11 20:20:00,J17E1dz7bKMdzgHeXQE5BgdhizCM7e6NYYZwmRde7vQT,Verified account
@MikeEze18,ZZTydia2vmLp9PhjxpeQwhte2sCNJ7ot7WhH3dCcY3C,0.0165,100,2025-10-31 03:21:53,No,0,LOW,True,2026-08-11 21:57:00,"Appreciate you immensely Rad 🤍 feeling like today is the day u will bless me @RadTrades_ $ANSEM   Never won from you king, been here for long now. An OG in this space..   $ANSEM TO THE WORLD 🚀  ZZTydia2vmLp9PhjxpeQwhte2sCNJ7ot7WhH3dCcY3C",Verified account
@DayoWeb3_,Az5jxe256Ekf6QCJfkTBzxeLawd1gWaHtt5yFFVRm3Wv,0.0035,100,2026-05-01 05:16:33,No,0,LOW,True,2026-08-11 20:19:00,Az5jxe256Ekf6QCJfkTBzxeLawd1gWaHtt5yFFVRm3Wv   @iwilljeet   Thank you legend,Verified account
@helloramses,FTEcd88ZzGbftLCn7uVHg6nr9Np1uUvUFjN9mEepQU3F,0.0740,65,2026-07-25 06:20:05,No,0,LOW,True,2026-08-12 03:20:00,FTEcd88ZzGbftLCn7uVHg6nr9Np1uUvUFjN9mEepQU3F  Thanks Rad Can I be lucky,Verified account
@wealthy_ladd,CUp1SBmosTfHMP63Qi8RKRCqMv2rcv86M288ZrmyuBKv,0.0354,100,2026-04-08 10:23:01,No,0,LOW,True,2026-08-11 16:46:00,Hii  CUp1SBmosTfHMP63Qi8RKRCqMv2rcv86M288ZrmyuBKv,Verified account
@Millxbt,H6FN9yEreqCAdpaej4gMyZULYuu7uqerLM6sxdnzhTTT,0.0100,100,2026-04-22 00:38:33,No,0,LOW,True,2026-08-11 16:59:00,Bless me rad  H6FN9yEreqCAdpaej4gMyZULYuu7uqerLM6sxdnzhTTT,Verified account
@Gibxszn,3dMJknSsgD6qgRSnmxkLbvBVPWsooS6TkBxh165MmaQ3,0.0000,0,Unknown,No,0,LOW,True,2026-08-11 17:27:00,3dMJknSsgD6qgRSnmxkLbvBVPWsooS6TkBxh165MmaQ3,Verified account
@10ofw3,33oUbiwBfXqHjHpG33N3Sq6tuptinxpF45hwLAVLeN5Q,0.0000,100,2026-02-28 16:34:03,No,0,LOW,True,2026-08-11 16:58:00,Thanks so much rad  33oUbiwBfXqHjHpG33N3Sq6tuptinxpF45hwLAVLeN5Q,Verified account
@rukogin,421VWqcr8Dam41z8BoA7Yn5G7unLKsWBWyLu4YiRdAjJ,0.0130,7,2025-12-09 08:08:12,No,0,LOW,True,2026-08-12 05:41:00,421VWqcr8Dam41z8BoA7Yn5G7unLKsWBWyLu4YiRdAjJ,Verified account
@BukatyFrank,3T9qGVsfcw1HkQKjtJgSh7w2nAgHeQRXo96UhpFUtUaL,0.0000,92,2025-03-05 13:23:24,No,0,LOW,True,2026-08-11 18:58:00,Save me 🤲  3T9qGVsfcw1HkQKjtJgSh7w2nAgHeQRXo96UhpFUtUaL,Verified account
@dreswago,3o824EzbWBRemcmV9ruz9VN8ucZt9HoLq1WMTXQ4GdV1,0.0000,100,2025-09-24 14:44:44,No,0,LOW,True,2026-08-11 16:41:00,"3o824EzbWBRemcmV9ruz9VN8ucZt9HoLq1WMTXQ4GdV1  I wonder if I’ll ever win an $ANSEM airdrop, would be my first",Verified account
@Harlomodolars,52NJMmFY2rwTwzt16Liv16cbYZLnWiqedkiDBLDE8biA,0.0500,3,2025-01-12 04:47:22,No,0,LOW,True,2026-08-11 17:22:00,52NJMmFY2rwTwzt16Liv16cbYZLnWiqedkiDBLDE8biA  Always in Support,Verified account
@Bagwoker,AYQ2k42NtroY64wQ4qHQAy4kuJwp2UFY768MEWxJi8Jj,0.0010,100,2026-08-01 19:24:11,No,0,LOW,True,2026-08-11 16:38:00,"Been trying for a while, fingers crossed this time Your support would really help me out. Goat  Bless me, I’ve always be loyal to you. Remember me  AYQ2k42NtroY64wQ4qHQAy4kuJwp2UFY768MEWxJi8Jj",Verified account
@0xhayzed,5SiDBqcA2gtvfszH9wQivyNjuuqtAkag5dNjAzKYLyyL,0.0000,100,2026-07-25 12:08:00,No,0,LOW,True,2026-08-11 16:42:00,"Thank you,Rad   Bless me man Been holding $Ansem for over 35 days   5SiDBqcA2gtvfszH9wQivyNjuuqtAkag5dNjAzKYLyyL",Verified account
@Maverick_is_bac,3UsY4RWXKcuquvUYHoCTy9HGpunMaNGmo2Lz31VuoTLi,0.0129,46,2026-07-16 10:08:18,No,0,LOW,True,2026-08-11 17:57:00,"Hi @RadTrades_ , Honestly, I don’t even know what to say to convince you to pick me But I’m going to give it my best shot. Hopefully this one is mine 🤞  3UsY4RWXKcuquvUYHoCTy9HGpunMaNGmo2Lz31VuoTLi",Verified account
@Blessedinvestr,BQ3Gg9ucB7WnaShE4WpJnJTictWhyonXDs8ukbHHoBQM,0.0000,12,2026-07-14 12:52:06,No,0,LOW,True,2026-08-11 17:24:00,"BQ3Gg9ucB7WnaShE4WpJnJTictWhyonXDs8ukbHHoBQM  Thanks Rad  Manifesting some solana:9cRCn9rGT8V2imeM2BaKs13yhMEais3ruM3rPvTGpump in my wallet, promise not sell 🙌🙏",Verified account
@A_meennn,ELdW5GhJ5ENNvKUYhRvbx8yXpH3M5GxLPNpEQ9SEvyur,0.0040,16,2025-01-05 14:42:50,No,0,LOW,False,2026-08-11 18:37:00,Liked ☑️ Retweeted ☑️ Followed ☑️  I can’t be unlucky for 3-6-5 days although not on my word  But I pray for luck today bless me $Rad   ELdW5GhJ5ENNvKUYhRvbx8yXpH3M5GxLPNpEQ9SEvyur,
@AboyAsDEXIRO,533CWCa3ysqzMzbVFXi8Hz2tfhXzDrYampGDH7dQPP7h,0.0106,100,2025-11-09 11:54:03,No,0,LOW,False,2026-08-11 17:15:00,Thank you   533CWCa3ysqzMzbVFXi8Hz2tfhXzDrYampGDH7dQPP7h,
@psysco_,8VNWdQXNpvBbz2c1fykfMPczDzA3mnvxgSoaBfP5Vu9y,0.4217,100,2025-11-07 07:55:07,No,0,LOW,True,2026-08-11 16:57:00,8VNWdQXNpvBbz2c1fykfMPczDzA3mnvxgSoaBfP5Vu9y  Thank you Rad,Verified account
@AYCRRYPT9we,9h9aRxeG3ynSDnrx9BqMTxgfzEMTwwCEWPmbGRTfU1nS,0.0010,54,2026-06-04 02:21:18,Yes,0,LOW,True,2026-08-11 21:05:00,9h9aRxeG3ynSDnrx9BqMTxgfzEMTwwCEWPmbGRTfU1nS,Verified account
@jegax_,9Syc9JnedXzEhkb8DuMn2DsAQDmCqusJt7BqF6VeGeJu,0.0009,100,2026-03-08 10:42:43,No,0,LOW,True,2026-08-11 18:53:00,Thank you king  9Syc9JnedXzEhkb8DuMn2DsAQDmCqusJt7BqF6VeGeJu,Verified account
@oluwa_feezar,C7ouMXxc2PCQZPJ9yPbZ9cN6fbU76KybxXoXeagSfxLh,0.0000,68,2026-02-17 01:37:21,No,0,LOW,True,2026-08-11 17:59:00,C7ouMXxc2PCQZPJ9yPbZ9cN6fbU76KybxXoXeagSfxLh,Verified account
@TaeKay17,42o1WNqzGcWMqYSoSumNreoPuN4s7KCf6je2epPowvSB,0.0000,100,2026-07-06 00:10:57,Yes,0,LOW,False,2026-08-11 17:10:00,42o1WNqzGcWMqYSoSumNreoPuN4s7KCf6je2epPowvSB,
@Aizen1000x,2Bu1xngmkYSvbxvYdmjo9CWoKVUBxfNdvncBZibkS1DT,0.0000,0,Unknown,No,0,LOW,False,2026-08-11 17:10:00,2Bu1xngmkYSvbxvYdmjo9CWoKVUBxfNdvncBZibkS1DT  Unverified can win?,
@YahyaSuntan,E2yTHeNtiaXBZEsuxPShHu9yyjNyQ8VsTfyLrrPdLCNo,0.0000,100,2026-04-26 11:29:37,No,0,LOW,False,2026-08-11 20:17:00,E2yTHeNtiaXBZEsuxPShHu9yyjNyQ8VsTfyLrrPdLCNo,
@DamiCheckers,J6WjSVyehEXzTQFtVQn2hBgdP6irhVURP11enJsUsQdt,0.0000,0,Unknown,No,0,LOW,False,2026-08-11 17:28:00,@RadTrades_  J6WjSVyehEXzTQFtVQn2hBgdP6irhVURP11enJsUsQdt,
@HashimA27173479,BK8pCGkhFVkWhQYNt2X2RBvECob8UaGxeCtgmmnzDxpc,0.0048,12,2026-05-13 13:46:21,No,0,LOW,False,2026-08-11 17:36:00,BK8pCGkhFVkWhQYNt2X2RBvECob8UaGxeCtgmmnzDxpc,
@_onesammy,D9RQ7Fz4SZXFT1hmRvt3FaM6jbpLrvWGfKf5Ty7mLttt,0.0000,100,2025-09-25 19:14:39,No,0,LOW,True,2026-08-11 16:39:00,D9RQ7Fz4SZXFT1hmRvt3FaM6jbpLrvWGfKf5Ty7mLttt   Thanks do much rad.,Verified account
