Handle,Wallet,Balance_SOL,Tx_Count,Wallet_Created,Holds_Token,RiskScore,RiskLevel,Verified,Timestamp,Comment,Reasons
@A_meennn,ELdW5GhJ5ENNvKUYhRvbx8yXpH3M5GxLPNpEQ9SEvyur,0.0040,16,2025-01-05 14:42:50,No,0,LOW,False,2026-08-11 18:37:00,Liked ☑️ Retweeted ☑️ Followed ☑️  I can’t be unlucky for 3-6-5 days although not on my word  But I pray for luck today bless me $Rad   ELdW5GhJ5ENNvKUYhRvbx8yXpH3M5GxLPNpEQ9SEvyur,
@AboyAsDEXIRO,533CWCa3ysqzMzbVFXi8Hz2tfhXzDrYampGDH7dQPP7h,0.0106,100,2025-11-09 11:54:03,No,0,LOW,False,2026-08-11 17:15:00,Thank you   533CWCa3ysqzMzbVFXi8Hz2tfhXzDrYampGDH7dQPP7h,
@psysco_,8VNWdQXNpvBbz2c1fykfMPczDzA3mnvxgSoaBfP5Vu9y,0.4217,100,2025-11-07 07:55:07,No,0,LOW,True,2026-08-11 16:57:00,8VNWdQXNpvBbz2c1fykfMPczDzA3mnvxgSoaBfP5Vu9y  Thank you Rad,Verified account
@AYCRRYPT9we,9h9aRxeG3ynSDnrx9BqMTxgfzEMTwwCEWPmbGRTfU1nS,0.0010,54,2026-06-04 02:21:18,Yes,0,LOW,True,2026-08-11 21:05:00,9h9aRxeG3ynSDnrx9BqMTxgfzEMTwwCEWPmbGRTfU1nS,Verified account
@jegax_,9Syc9JnedXzEhkb8DuMn2DsAQDmCqusJt7BqF6VeGeJu,0.0009,100,2026-03-08 10:42:43,No,0,LOW,True,2026-08-11 18:53:00,Thank you king  9Syc9JnedXzEhkb8DuMn2DsAQDmCqusJt7BqF6VeGeJu,Verified account
@HashimA27173479,BK8pCGkhFVkWhQYNt2X2RBvECob8UaGxeCtgmmnzDxpc,0.0048,12,2026-05-13 13:46:21,No,0,LOW,False,2026-08-11 17:36:00,BK8pCGkhFVkWhQYNt2X2RBvECob8UaGxeCtgmmnzDxpc,
@alwayslovepjs,EH1vqxy9SnUsJgu9gi1BTnYAgagd6wus9xiMKT456bha,0.0009,2,2026-08-11 03:05:13,No,0,LOW,False,2026-08-11 17:15:00,LETSS G  EH1vqxy9SnUsJgu9gi1BTnYAgagd6wus9xiMKT456bha,
@yabesronii,6Atxgt4k4MniV4e18LBKS5gXXe8GUKz4Vmko1c1t1EQG,0.0011,100,2026-08-04 11:48:16,No,0,LOW,False,2026-08-11 18:29:00,First win?  6Atxgt4k4MniV4e18LBKS5gXXe8GUKz4Vmko1c1t1EQG,
@Mustaph97093101,Hd352wSxCD7bseU62x8z39zqahCtygxW8YZV3oAcPYA3,0.0045,27,2025-10-14 02:16:43,No,0,LOW,False,2026-08-11 17:08:00,Hd352wSxCD7bseU62x8z39zqahCtygxW8YZV3oAcPYA3,
@TaHT000,fa4JFjbBtaRSdSnUotxjEvBfEkUPpjvM8mVKc3Axmmq,0.0010,100,2025-09-18 13:59:07,No,0,LOW,False,2026-08-11 18:14:00,fa4JFjbBtaRSdSnUotxjEvBfEkUPpjvM8mVKc3Axmmq,
@softwuhv,J6zpvejxjKoJykJkX5K6PHhAFDdZyHZz21AxkLFxPJLg,0.0051,25,2025-06-01 03:44:45,No,0,LOW,True,2026-08-11 19:25:00,thank you rad!   J6zpvejxjKoJykJkX5K6PHhAFDdZyHZz21AxkLFxPJLg,Verified account
@Sandi5552013855,4SPfhUp11BuaThoMpcBAgiiyWZpSAHukhFcYfEQtsbas,0.0020,100,2026-06-25 19:50:59,No,0,LOW,False,2026-08-11 17:19:00,Can i get?  4SPfhUp11BuaThoMpcBAgiiyWZpSAHukhFcYfEQtsbas,
@sub_b00mer,2dmrr8LBDEkYorF5Jis7ZEa4Qx3C8PwDmvWhUoWGv828,0.0019,19,2025-02-12 14:25:56,Yes,0,LOW,False,2026-08-11 17:19:00,2dmrr8LBDEkYorF5Jis7ZEa4Qx3C8PwDmvWhUoWGv828,
@mulyonojo12,6QPGpBEDWSyDWBnPLQcqvHxjGbAuL9wnVYA8Sz7hSNMN,0.0009,100,2025-05-31 03:52:27,No,0,LOW,False,2026-08-11 23:39:00,6QPGpBEDWSyDWBnPLQcqvHxjGbAuL9wnVYA8Sz7hSNMN,
@Ntd1501,EWCcqBpJ7uwK674aJZG5VD4Txxev5FatR1y4KDVqChty,0.0012,100,2025-01-19 22:03:36,No,0,LOW,False,2026-08-12 03:08:00,EWCcqBpJ7uwK674aJZG5VD4Txxev5FatR1y4KDVqChty,
@mopidopee,5kx9HyCyKB2m19MjFNwaLyLnHkFQVsEq1PouwSjnS9Gj,0.0075,1,2026-08-09 13:52:15,No,0,LOW,False,2026-08-11 17:07:00,5kx9HyCyKB2m19MjFNwaLyLnHkFQVsEq1PouwSjnS9Gj,
@Faithfulonuth7,4k2psk5WnmiQtCPgzZ7yNN7GScLe1aM9jbjHEWV7mPX4,0.0392,100,2026-08-11 20:48:09,No,0,LOW,False,2026-08-12 01:20:00,4k2psk5WnmiQtCPgzZ7yNN7GScLe1aM9jbjHEWV7mPX4,
@jalindar55,3eMKZNR3CXjNMXeqfWgfHcz6ygHo2f4mxsu2XcjW9d64,0.0012,100,2026-07-12 15:24:36,No,0,LOW,False,2026-08-11 18:25:00,3eMKZNR3CXjNMXeqfWgfHcz6ygHo2f4mxsu2XcjW9d64,
@The_kid214,GLQmhHaRQqfSVgv5c9LGoN7ieZcHXHvZEB2AcSa3CBKZ,0.3177,100,2026-03-18 09:15:22,Yes,0,LOW,True,2026-08-11 17:16:00,GLQmhHaRQqfSVgv5c9LGoN7ieZcHXHvZEB2AcSa3CBKZ  Helo my bags bro 😭😭😭,Verified account
@bitcom01,BW1de6rF7YQFiefLC9veSYMZfE18BxHYT77jSdTy9kEm,0.0064,100,2026-08-01 13:01:54,Yes,0,LOW,True,2026-08-11 18:51:00,BW1de6rF7YQFiefLC9veSYMZfE18BxHYT77jSdTy9kEm It's Rad,Verified account
@Mason01x,9TrgM86PpYj5f4s8F2KJh4Vup6m5Rvjpe8rse9r2exRM,0.0124,100,2025-11-12 03:06:06,No,0,LOW,True,2026-08-11 16:38:00,Drop me bro   9TrgM86PpYj5f4s8F2KJh4Vup6m5Rvjpe8rse9r2exRM,Verified account
@WhishesBoy,3Sk4xFrQufhf7Z1xZx6kfi3ugjDGrvixLErmH2tKQnHf,0.0010,100,2026-03-10 22:28:27,No,0,LOW,True,2026-08-11 18:40:00,"Thanks rad ,lemme hold $ANSEM  3Sk4xFrQufhf7Z1xZx6kfi3ugjDGrvixLErmH2tKQnHf",Verified account
@vangoghsx,AgJjZqkLU4KCJbEJ55noFsvAC2kreRyeboaYk8M6HSai,0.2997,100,2026-06-21 15:45:07,No,0,LOW,True,2026-08-11 16:40:00,it seems only holders have a chance.  I'd hold if I had some too :(  AgJjZqkLU4KCJbEJ55noFsvAC2kreRyeboaYk8M6HSai,Verified account
@abiola_turner,END4iP51AaYBJrGSAJwQRv3YiRM6QQF8JtiBjnTsa9X3,0.1466,100,2026-05-30 12:49:17,No,0,LOW,True,2026-08-11 16:39:00,Please man Been so active  I’m gonna hold @RadTrades_   END4iP51AaYBJrGSAJwQRv3YiRM6QQF8JtiBjnTsa9X3,Verified account
@DegenFlOwX_,DoNeEnDz1MoPxmZmgyJCSdzGTdRu5MpqLYs614hGfVv5,0.0030,100,2026-07-09 12:34:24,No,0,LOW,True,2026-08-11 17:23:00,You’ve been an incredible support to the community  ❤️ Really appreciate everything you’ve done for us 🫶🏻 Hope you keep winning and have even more success ahead ✨  DoNeEnDz1MoPxmZmgyJCSdzGTdRu5MpqLYs614hGfVv5,Verified account
@DannyYhoung,AdrARjhz1UVXy3KAWPowPSEx4pSzCp2SwLkxJJ7ptCMy,0.0020,88,2025-12-05 09:59:38,No,0,LOW,True,2026-08-11 17:15:00,thanks Rad…would really appreciate a win here   AdrARjhz1UVXy3KAWPowPSEx4pSzCp2SwLkxJJ7ptCMy,Verified account
@Crypto_Hashira1,D9L8Uhsrks9UhKD3ATyeTX43eiobW9VkEVYc2Xk5sdwF,0.0185,99,2026-01-28 10:32:02,No,0,LOW,True,2026-08-11 16:41:00,Took $Ansem to the street I deserve an airdrop please 🙏🥺   D9L8Uhsrks9UhKD3ATyeTX43eiobW9VkEVYc2Xk5sdwF,Verified account
@vallerruyy_,H81oc3M2yVUemBZp7BHTkV46DF8zvHAwhAheXVP1tYN2,0.0070,100,2025-10-27 05:11:58,Yes,0,LOW,True,2026-08-11 19:09:00,couldnt resist a $ANSEM giveaway   H81oc3M2yVUemBZp7BHTkV46DF8zvHAwhAheXVP1tYN2,Verified account
@Regularboy04,9YaKQDDqCih68iqiXoY2mTvcikWDmAgp2MYDT91KoAue,0.0010,28,2026-07-13 15:30:25,No,0,LOW,True,2026-08-11 18:24:00,Following with Notis on  Can I win this ? Thank you @RadTrades_   9YaKQDDqCih68iqiXoY2mTvcikWDmAgp2MYDT91KoAue,Verified account
@Itsmeowluck,Fp8bMp1x4n7vCTTngCFdseu3q1eCn2mC8ZQx2Y7Y3ZPx,0.0010,20,2026-02-08 05:47:56,No,0,LOW,True,2026-08-11 22:47:00,"Thanks for blessing man , respect your kindness ❤️   Fp8bMp1x4n7vCTTngCFdseu3q1eCn2mC8ZQx2Y7Y3ZPx",Verified account
@Ogeg_,7Uq8Hkk5CBJVGAPjCGkzQSar1u9khf5DAuMoUjsyVwhn,0.0200,4,2026-07-16 16:41:09,No,0,LOW,True,2026-08-11 16:52:00,Thanks Rad  Wish me luck ♥️   7Uq8Hkk5CBJVGAPjCGkzQSar1u9khf5DAuMoUjsyVwhn,Verified account
@Feigures,2TCpNo5QDDzREbCsMet57P3XavMgxLv8tdK6AGyV8rxX,0.1374,100,2026-08-02 14:22:44,No,0,LOW,True,2026-08-11 16:47:00,2TCpNo5QDDzREbCsMet57P3XavMgxLv8tdK6AGyV8rxX  one of my many bullposts about solana:9cRCn9rGT8V2imeM2BaKs13yhMEais3ruM3rPvTGpump check my page you’d see   nitter.net/feigures/status/208713… been holding for 41 days as well,Verified account
@28blocboy,2e5xsjYs9P5YZrA36FMRiBwc8A8G7EyzWn4iNBvjLe1i,0.0010,100,2026-04-05 06:51:59,Yes,0,LOW,True,2026-08-11 21:03:00,"I’ve been supporting to you for a year plus now, seeing you giving out to a lot of people.. I appreciate and God bless you for always showing love to the community… I’ve never won from you before always been patient, I hope this can be my first win from you. Thank you and Goodluck to everyone     2e5xsjYs9P5YZrA36FMRiBwc8A8G7EyzWn4iNBvjLe1i",Verified account
@ptrskrarum,Ct3WzKyyRq7KhM1xKZbgFizvgEzErmrpVjZwsGFHQiGw,0.2189,100,2025-12-26 11:20:23,No,0,LOW,True,2026-08-11 16:56:00,Big love Rad   Ct3WzKyyRq7KhM1xKZbgFizvgEzErmrpVjZwsGFHQiGw,Verified account
@Mammoth_0x,GdSfvhvmAphmpPEk7gycPvtsea8No6TPjuSDv6sjL6Uo,0.0146,100,2026-03-29 18:38:05,Yes,0,LOW,True,2026-08-11 20:10:00,"I’ve held $ANSEM through red days  Never think of selling, i'm  optimistic about this one. Thank you @RadTrades_ ❤️🐂  GdSfvhvmAphmpPEk7gycPvtsea8No6TPjuSDv6sjL6Uo",Verified account
@kaponeOthello,84khGbmwF1GM94mMff1uCZWPXGunX8ypd2gY3G1L8hzi,0.0667,100,2026-04-09 12:52:33,No,0,LOW,True,2026-08-11 19:07:00,84khGbmwF1GM94mMff1uCZWPXGunX8ypd2gY3G1L8hzi,Verified account
@unknwnchris,GsfgbKJtXDSggfgS4gdGURcPHBoipnP27doyqi5UrTKX,0.0010,100,2026-02-05 18:50:00,No,0,LOW,True,2026-08-11 19:33:00,save me rad   GsfgbKJtXDSggfgS4gdGURcPHBoipnP27doyqi5UrTKX,Verified account
@omoadelion,7L3GRqzvdGXQMWL2LdVAzFRNGXQvSFZHijya8cdvF9nS,0.0009,3,2026-08-07 11:06:37,No,0,LOW,True,2026-08-11 16:57:00,7L3GRqzvdGXQMWL2LdVAzFRNGXQvSFZHijya8cdvF9nS,Verified account
@Justosinofweb3,ZmFe33Fzz1abhTMxaJMMhXNaq5MPG2CjV8cUKMZtXFW,0.1046,18,2026-08-06 15:10:07,No,0,LOW,True,2026-08-11 17:51:00,Hey 👋   ZmFe33Fzz1abhTMxaJMMhXNaq5MPG2CjV8cUKMZtXFW,Verified account
@Cryptopian87,AX2bRNshMo2cArCdgcaJUunFxingarjyyMh7d2ChvYeu,0.0131,100,2026-07-06 06:13:20,No,0,LOW,True,2026-08-11 16:50:00,AX2bRNshMo2cArCdgcaJUunFxingarjyyMh7d2ChvYeu,Verified account
@xSondor58,4GjWJYp3e8Sz9UcxuuMj3CTYynpioieu4GwWLYBiMYvg,0.1328,100,2026-08-02 02:50:56,No,0,LOW,True,2026-08-11 17:13:00,Thank youuu  4GjWJYp3e8Sz9UcxuuMj3CTYynpioieu4GwWLYBiMYvg,Verified account
@swagokala,6z6YJGn9iJgF3KPD8LzGryAupoH7jiDqoRCRWf9YqvD,0.0009,20,2025-04-08 04:28:59,No,0,LOW,True,2026-08-11 17:36:00,6z6YJGn9iJgF3KPD8LzGryAupoH7jiDqoRCRWf9YqvD,Verified account
@0xGKz,HsZNm1SfDmuDfoJyrV4TANcia6QNEzR41MDKe3Nybhrg,0.4027,100,2026-03-31 04:27:36,No,0,LOW,True,2026-08-12 00:20:00,HsZNm1SfDmuDfoJyrV4TANcia6QNEzR41MDKe3Nybhrg,Verified account
@ArtemKovalevsk3,E5DnCgb69iRg9xTFSPvoCidYT8MsPysJx8ypBLs7M6fT,0.0282,100,2026-05-20 12:18:30,No,0,LOW,False,2026-08-11 18:05:00,E5DnCgb69iRg9xTFSPvoCidYT8MsPysJx8ypBLs7M6fT,
@Lerexbt,LereopRG3EfUzwzLpKnSmuNU1d27K4XgxCigRd6R5TE,0.0010,100,2026-08-02 08:05:31,No,0,LOW,True,2026-08-11 16:38:00,LereopRG3EfUzwzLpKnSmuNU1d27K4XgxCigRd6R5TE  gimme,Verified account
@lonerfrmdao,8BAeBcJMqp1h5ak2w6RcZr3F6gQkWvWZtKj3RKZFBTF5,0.4469,63,2026-07-04 17:01:08,No,0,LOW,True,2026-08-11 16:45:00,Thank you goat 🤞  8BAeBcJMqp1h5ak2w6RcZr3F6gQkWvWZtKj3RKZFBTF5,Verified account
@unnimayaNavi,FUXX9cfNqwbxuCBcJb3w9PA4JGvwutgBqW21rQFp8YZ7,0.0015,4,2026-01-14 04:03:55,No,0,LOW,False,2026-08-11 17:24:00,FUXX9cfNqwbxuCBcJb3w9PA4JGvwutgBqW21rQFp8YZ7,
@0xMervin,Hn4pMnpTW9yJkjTDGVcPFpn1UJ72TDo54bjLQVKSuS1w,0.0010,100,2026-08-02 13:37:01,No,0,LOW,True,2026-08-11 16:58:00,just imagine win $ANSEM  Hn4pMnpTW9yJkjTDGVcPFpn1UJ72TDo54bjLQVKSuS1w,Verified account
@Herrn18,ED5MPkd4vAtmW33fv9YQhYV5L46gaS73Po8VYmpnkJi4,0.2514,30,2026-07-27 09:55:15,No,0,LOW,True,2026-08-11 16:38:00,ED5MPkd4vAtmW33fv9YQhYV5L46gaS73Po8VYmpnkJi4  Thanks you,Verified account
@parsa126128,AYvDVYu7wM22u4CA4ajLsK49t9GcxBkBuUM9QNipzwPG,0.0031,100,2025-10-02 12:37:49,No,0,LOW,False,2026-08-12 15:07:00,Hope I win   AYvDVYu7wM22u4CA4ajLsK49t9GcxBkBuUM9QNipzwPG,
@farhan_sheikh7,3RWpH7K8B2RbvWr2CpDMHjyp2MDTMYi7ScR6B82NmujJ,0.0009,22,2025-06-18 14:12:36,No,0,LOW,True,2026-08-11 17:36:00,Bless me   3RWpH7K8B2RbvWr2CpDMHjyp2MDTMYi7ScR6B82NmujJ  $SOL,Verified account
@RaqibulHossain,DSWq2WHB6dU7fyUC1uUkBawSvNwyyNBmWeFjGsaiS5Tq,0.0247,96,2021-04-28 06:30:12,No,0,LOW,False,2026-08-11 17:11:00,DSWq2WHB6dU7fyUC1uUkBawSvNwyyNBmWeFjGsaiS5Tq  Thanks,
@MARA_SUIG,6kxR8uVx3zdC6wLbaAqqkmR6wFSU4kc75qATGdTpTBNU,0.0087,79,2026-07-28 12:52:37,No,0,LOW,False,2026-08-11 17:15:00,6kxR8uVx3zdC6wLbaAqqkmR6wFSU4kc75qATGdTpTBNU,
@H3R1114N,9PMZAbPGRW7jaZYQiYddVuFJxWbhCxSHC7e94HU5LZzA,0.0078,100,2026-07-18 03:10:33,No,0,LOW,True,2026-08-11 16:39:00,9PMZAbPGRW7jaZYQiYddVuFJxWbhCxSHC7e94HU5LZzA  Thank you,Verified account
@christianah404,AuM8rJhPLPoNiicuiAQFkshkytmPVZv6yRfSE4EKCUSH,0.1006,100,2026-06-14 13:52:25,No,0,LOW,True,2026-08-11 16:46:00,send me some @RadTrades_   AuM8rJhPLPoNiicuiAQFkshkytmPVZv6yRfSE4EKCUSH,Verified account
@loxdotsol,GvmkJNRmhgNWy5revZNxU4KFy1YZH1a1ZdVRnkT14GEr,0.0010,100,2026-07-29 12:33:10,No,20,LOW,True,2026-08-11 16:40:00,GvmkJNRmhgNWy5revZNxU4KFy1YZH1a1ZdVRnkT14GEr  Thanks,Wallet submitted 2 times by the same account | Handle commented 2 times | Verified account
@Okpunyifavour,HmRY16Y6meAKNjiU4Wcc5k32fk1vKwbeuocmzajwBF4n,0.0394,100,2026-01-06 16:56:57,Yes,0,LOW,False,2026-08-11 19:34:00,I know one day I will know how a 🏆 win looks like. I will just keep showing up one day. Thank you king 👑 for always giving back to your actives.  Respect 🫡   HmRY16Y6meAKNjiU4Wcc5k32fk1vKwbeuocmzajwBF4n,
@wistin01,5cSDhi9gQvgiRmWYVg2uLT8zHAKAcN8H539bZC93RxaG,0.3064,82,2026-04-26 12:07:46,No,0,LOW,True,2026-08-11 16:40:00,"5cSDhi9gQvgiRmWYVg2uLT8zHAKAcN8H539bZC93RxaG  I believe 1 solana:9cRCn9rGT8V2imeM2BaKs13yhMEais3ruM3rPvTGpump will reach and surpass $5 , I’ll be holding as much $ANSEM as possible   thank you Rad",Verified account
@Patzifier,HzoKxs4mxedjTBE3CiJeF45zzfNUAWE8dNKp1HAbkVMy,0.0027,100,2025-11-03 09:43:09,No,0,LOW,False,2026-08-11 17:16:00,HzoKxs4mxedjTBE3CiJeF45zzfNUAWE8dNKp1HAbkVMy  🐐🐐🐐,
@meharg50,s2TsxGGS81fxPHXVmkrcGF5XC6335zntyTVc62Zbaxz,0.0016,4,2026-08-05 07:39:32,No,0,LOW,False,2026-08-11 16:51:00,ALWAYS SPORT YOU BUTT NEVER WIN   s2TsxGGS81fxPHXVmkrcGF5XC6335zntyTVc62Zbaxz,
@0viemuno,4zqGP6qKpgEpaeaBGKboWsVGT4v2Yzbo1fBa9T1dNADb,0.0010,55,2022-07-26 13:05:27,No,0,LOW,False,2026-08-11 16:48:00,4zqGP6qKpgEpaeaBGKboWsVGT4v2Yzbo1fBa9T1dNADb,
@Tessymanny,6Ju3BwoPkiFnr4tgifAhYqm2QzerZ2kHhF6y5wMkUXHW,0.0046,17,2026-06-25 10:58:50,No,0,LOW,False,2026-08-11 17:23:00,6Ju3BwoPkiFnr4tgifAhYqm2QzerZ2kHhF6y5wMkUXHW,
@SahrulHuda48156,ApyfESFkAKZAWE99A11bH1PBu4Z43aEHNrjDHiy3eFW9,0.0009,34,2026-06-02 22:30:09,No,0,LOW,False,2026-08-11 23:32:00,ApyfESFkAKZAWE99A11bH1PBu4Z43aEHNrjDHiy3eFW9,
@RexxieXBT,97YW1BU8A5oohJqKNTTgTgnw1u2dd2MAJ2E2t1Wg5toM,0.0013,29,2026-06-28 19:22:54,Yes,0,LOW,False,2026-08-11 17:23:00,Thanks Rad  97YW1BU8A5oohJqKNTTgTgnw1u2dd2MAJ2E2t1Wg5toM,
@BryanOBrien1028,AU6b6BGqzCRQnznEK8ZxLrEKz5akU7L3FVGep1sE9LuJ,0.0038,100,2025-05-14 11:57:19,No,0,LOW,False,2026-08-11 17:41:00,Choose me and you'll never regret 🫡  AU6b6BGqzCRQnznEK8ZxLrEKz5akU7L3FVGep1sE9LuJ,
@keshman705,AJuE4wAfZUZrPkXDAjAzjhGnNgrEnSmKdo9ob8ZBSLUg,0.0042,100,2025-09-23 06:59:47,No,0,LOW,False,2026-08-12 12:44:00,AJuE4wAfZUZrPkXDAjAzjhGnNgrEnSmKdo9ob8ZBSLUg,
@Ukajp170198,CkjoArYLHMituStMenGwvHjunbeamkJQGhK2Nnu9JeyU,0.7730,53,2026-08-07 09:44:54,No,0,LOW,False,2026-08-11 22:11:00,CkjoArYLHMituStMenGwvHjunbeamkJQGhK2Nnu9JeyU,
@Brando924Jp,96kNMBGjQ7YKcnhhgMgjWfngXb5M2fiygwpk5pjPFmXb,0.0084,100,2026-07-30 18:48:24,Yes,0,LOW,False,2026-08-11 17:07:00,96kNMBGjQ7YKcnhhgMgjWfngXb5M2fiygwpk5pjPFmXb  Help me,
@Jjilla1458,xYRPNQDf3WVxuKP9QousVvCsf89RRdPYAx6xiTgQwLL,0.0037,100,2026-08-12 03:11:25,No,0,LOW,False,2026-08-12 05:15:00,xYRPNQDf3WVxuKP9QousVvCsf89RRdPYAx6xiTgQwLL,
@akhil22638867,69dgNiiYZUBQa67CgWH5xxkE74ufTCttk4baN8UDr8oT,0.0018,28,2026-01-14 01:32:19,No,0,LOW,False,2026-08-11 17:11:00,69dgNiiYZUBQa67CgWH5xxkE74ufTCttk4baN8UDr8oT,
@kikidotsol,3bM73tYjrVy1nfT2paANuPPEtn31JAs9iZFSyLnMppqK,0.0024,100,2026-03-01 17:10:38,No,0,LOW,False,2026-08-11 21:29:00,Tysm rad! Will buy blue tick if i win  3bM73tYjrVy1nfT2paANuPPEtn31JAs9iZFSyLnMppqK,
@Unclejayy01,buD17A1BbuRutRPc5BCy7wKapn3EuZGHTRT2Zeduu2t,0.0049,100,2025-12-12 12:41:57,Yes,0,LOW,False,2026-08-11 17:45:00,buD17A1BbuRutRPc5BCy7wKapn3EuZGHTRT2Zeduu2t  Respect the grind,
@wcrypto137,HycUD8w2y6eUB1joNnVLjTrNBfXbqxunNxLZ4N1S9Cjb,0.0137,100,2025-12-29 23:38:56,No,0,LOW,True,2026-08-11 17:18:00,HycUD8w2y6eUB1joNnVLjTrNBfXbqxunNxLZ4N1S9Cjb,Verified account
@fwmaverickk,F5vMMf5SQq1VXyGwZ9ZoRRG2P4zXLrivw6mcq9fRE9ko,0.0089,100,2026-07-20 02:22:25,No,0,LOW,True,2026-08-11 16:38:00,thank you so much Rad  F5vMMf5SQq1VXyGwZ9ZoRRG2P4zXLrivw6mcq9fRE9ko,Verified account
@Ocee_3,2nVhNQN9sWA1B5y1tvusnivxHWJ1BXUFd7mRH1b9Rwcs,0.0083,100,2025-11-14 06:55:17,No,0,LOW,True,2026-08-11 16:45:00,thank you Rad   2nVhNQN9sWA1B5y1tvusnivxHWJ1BXUFd7mRH1b9Rwcs,Verified account
@ThegreatFLOD,7eUmzyaEG4st18vW7vyRqN18eohv1wgiyCNVa3pcoTAk,0.0035,100,2025-08-29 03:29:55,No,0,LOW,False,2026-08-11 19:42:00,Thank you  7eUmzyaEG4st18vW7vyRqN18eohv1wgiyCNVa3pcoTAk,
@agassi_35,3FK8kVpejMbdWAHGVBfJMCAVj5vXDgN43zLUC4oeyfsN,0.5822,60,2025-04-24 16:44:14,No,0,LOW,False,2026-08-11 17:23:00,3FK8kVpejMbdWAHGVBfJMCAVj5vXDgN43zLUC4oeyfsN  Thank you 🙏,
@zeda_king,BvGPWHYLvTMbjr452YqY1EWmJFi8VtmoCH3miYNCTghm,0.0588,100,2026-03-08 16:13:10,Yes,0,LOW,False,2026-08-11 18:22:00,BvGPWHYLvTMbjr452YqY1EWmJFi8VtmoCH3miYNCTghm  This will be more than appreciated @RadTrades_,
@anshshah0900,AFQDe3i9PULxxnyax86yuc5Y2zEiBmuGFY1JSf2k1B7z,0.0027,27,2025-09-09 00:18:42,No,0,LOW,False,2026-08-11 20:19:00,Appreciate you actually looking out for the people who support you.I am also trying brother plz notice  AFQDe3i9PULxxnyax86yuc5Y2zEiBmuGFY1JSf2k1B7z,
@HriddhanM,BHN8baCvFcrwEuLHvshBrhJQjAwvRZ1o1DJgaF7rs9br,0.1100,100,2025-09-16 15:52:07,No,0,LOW,False,2026-08-12 08:35:00,I want to start my trading journey brother I know you from a very long time see you bless so many people hope I have also got some of it BHN8baCvFcrwEuLHvshBrhJQjAwvRZ1o1DJgaF7rs9br,
@DPhoenix_d,71SoeKUmceTwrrpTUiWRSzBNpRKY7pEzKMCn76KLyLSQ,0.0569,100,2026-05-24 19:53:23,Yes,0,LOW,True,2026-08-11 17:19:00,Would really appreciate a win…  71SoeKUmceTwrrpTUiWRSzBNpRKY7pEzKMCn76KLyLSQ,Verified account
@Saad_Rajpoot08,6mX5qQQxZBLXQJdEZZND4c1bkbHwtTVQp5WHcbH2bFrS,0.0057,64,2025-11-03 17:37:04,Yes,0,LOW,False,2026-08-11 22:53:00,6mX5qQQxZBLXQJdEZZND4c1bkbHwtTVQp5WHcbH2bFrS,
@CYpRuS_0,2qpvNF4EfZ1NeP3GrJk59mUaMPW2obJEAniE5BELFDgt,0.0220,46,2024-07-20 07:04:02,No,0,LOW,True,2026-08-11 16:38:00,2qpvNF4EfZ1NeP3GrJk59mUaMPW2obJEAniE5BELFDgt   Thank you @RadTrades_   I will really appreciate it,Verified account
@pathezzy,7H8Hgfu5dSR915XTikERGDUVScnzTvCGWoC9LZtPUNuP,0.0010,100,2026-05-24 09:15:06,No,0,LOW,True,2026-08-11 18:53:00,Save me .   7H8Hgfu5dSR915XTikERGDUVScnzTvCGWoC9LZtPUNuP,Verified account
@Underdvg_,GNpoo4S9YczZU9zkWxUaksxhY9pmqAC6xuCWa6oJER2N,0.0065,100,2025-11-06 10:01:43,Yes,0,LOW,True,2026-08-11 16:46:00,Thank you for doing this. 🤍  GNpoo4S9YczZU9zkWxUaksxhY9pmqAC6xuCWa6oJER2N,Verified account
@amaloversclub,Ghxnf3hc9SUPh69MdR6KxV9MPNofbvdJ5t79MTKEvqrb,0.0154,13,2026-08-03 06:22:14,No,0,LOW,True,2026-08-11 17:05:00,Ghxnf3hc9SUPh69MdR6KxV9MPNofbvdJ5t79MTKEvqrb  Hope am not late to the Part Y,Verified account
@ifwraviel,AGV8qxjuWHok11CsqysjS1N1jQL2j7jRGpJgMGuJJmxu,0.0023,100,2026-08-10 09:27:38,No,0,LOW,True,2026-08-11 16:42:00,I’m here Rad. I would give back to the community if you see me brother.   AGV8qxjuWHok11CsqysjS1N1jQL2j7jRGpJgMGuJJmxu,Verified account
@AgonW3,77Tz3VmJDitEJZ7rL2u1Fx5B3MPwt4a2sNEnYgpmRFFV,0.0036,100,2026-05-22 01:15:35,No,0,LOW,True,2026-08-11 16:38:00,When airdrop me Daddyyyyyyyyyyy   77Tz3VmJDitEJZ7rL2u1Fx5B3MPwt4a2sNEnYgpmRFFV   Stay blessed always @RadTrades_,Verified account
