Handle,Wallet,IsVerified,TweetTimestamp,CommentText,TweetURL
"@Big_____Tom","3PoT7U4vUNWAMHXX5r483AvqhWeCuLGs9kpLSB1srdmn","TRUE","2026-08-11T17:08:00.000Z","Thank you Rad   3PoT7U4vUNWAMHXX5r483AvqhWeCuLGs9kpLSB1srdmn",""
"@srisasibe1","GHu6wuFoUCRnDtA6s6HQLLrBNonfGt2L6pkHLe343yJW","TRUE","2026-08-11T17:15:00.000Z","Thanks for the support 😊   GHu6wuFoUCRnDtA6s6HQLLrBNonfGt2L6pkHLe343yJW",""
"@Mackxyz9","7kxTr8o3ru343Ues6eKKrr3bXht55eVtJKQmHi9tLw4Q","TRUE","2026-08-11T17:41:00.000Z","My luck get this   7kxTr8o3ru343Ues6eKKrr3bXht55eVtJKQmHi9tLw4Q",""
"@gelo_sol418","BxVrMYxTdijGLCu9LzsRJTnH8mdtzdHq6E7L3t4Pb1Zz","TRUE","2026-08-11T21:59:00.000Z","hope you see this bro 🙏  thank you  BxVrMYxTdijGLCu9LzsRJTnH8mdtzdHq6E7L3t4Pb1Zz",""
"@dreay_1","FEdNAX3Y15gwAxVCXbd7FyXhZovu8ddNtbT5o5Rt2hjA","TRUE","2026-08-11T19:02:00.000Z","FEdNAX3Y15gwAxVCXbd7FyXhZovu8ddNtbT5o5Rt2hjA",""
"@osmbreh","J92tKTmxycPZQ5J6wftMbhX8fG4CwPpnC9B6PGcfWx7a","TRUE","2026-08-11T20:42:00.000Z","J92tKTmxycPZQ5J6wftMbhX8fG4CwPpnC9B6PGcfWx7a",""
"@AmittCrypto","AZmVqcwgrULNd77XJfgtzQTxAymbfuWW9JoxUSv3meHB","TRUE","2026-08-11T16:55:00.000Z","Always supporting you Hook me up Rad  AZmVqcwgrULNd77XJfgtzQTxAymbfuWW9JoxUSv3meHB",""
"@THE_MMANUEL","7H4knp1Nxk2xSNZQ8jSCPn9qVcj5PdDS1W8DwwSbNLug","TRUE","2026-08-11T21:10:00.000Z","Been in need of ansem  7H4knp1Nxk2xSNZQ8jSCPn9qVcj5PdDS1W8DwwSbNLug",""
"@AkanmuEric","3DTs2ZeiwoawZEaeiUACz8FbGQ4v1k3HVYWv9pJpVuFz","TRUE","2026-08-11T21:53:00.000Z","Hook me up with some $ANSEM rad  Onboard this Chad   3DTs2ZeiwoawZEaeiUACz8FbGQ4v1k3HVYWv9pJpVuFz",""
"@kriptomanniac","2tbMEoQNwBjanoHyAwMHanr88xejSpsqz1WQ961sFkuX","TRUE","2026-08-11T16:39:00.000Z","2tbMEoQNwBjanoHyAwMHanr88xejSpsqz1WQ961sFkuX   Thank you legend.   This would really make me cry if I win  Down bad af",""
"@aethernoire","3kcqqBpovwi5Sqc2hx9pvDsQYVABRujPb7YQ312vh4G3","TRUE","2026-08-12T07:12:00.000Z","Full support you  3kcqqBpovwi5Sqc2hx9pvDsQYVABRujPb7YQ312vh4G3",""
"@Zamnoor3","DYiPERTLaRfU2EXUPBX691eorRQt59w9Qu3TDNBQAYnH","TRUE","2026-08-11T17:45:00.000Z","DYiPERTLaRfU2EXUPBX691eorRQt59w9Qu3TDNBQAYnH",""
"@Shevoxx","7BT2MLvEEenfoPw1W8P6v1fA7VTEc3DzZgoURygFSVB8","TRUE","2026-08-11T17:09:00.000Z","7BT2MLvEEenfoPw1W8P6v1fA7VTEc3DzZgoURygFSVB8",""
"@ansemholic","9cRCn9rGT8V2imeM2BaKs13yhMEais3ruM3rPvTGpump","TRUE","2026-08-11T16:40:00.000Z","I Loyal Bagworker solana:9cRCn9rGT8V2imeM2BaKs13yhMEais3ruM3rPvTGpump 🎒 I Work hard &  Shill solana:9cRCn9rGT8V2imeM2BaKs13yhMEais3ruM3rPvTGpump all the time  I have always been active on your page from the very beginning.  Eovxr6owt9GcroN7fD3b1y4cP7bF8kc9ymziVGyGqTB2  Thank you Goat 🐐 @RadTrades_ 🙏",""
"@ishow_ola01","91iXMfpVikQzJd6UKXU5HENuJLPk8YTECXYmtswzZohP","TRUE","2026-08-11T16:39:00.000Z","91iXMfpVikQzJd6UKXU5HENuJLPk8YTECXYmtswzZohP",""
"@zeig39042","CuCc2KyK21aK7yuxVjA9yNHpLYK5YhJMyDnsF4j5kat3","TRUE","2026-08-11T18:07:00.000Z","CuCc2KyK21aK7yuxVjA9yNHpLYK5YhJMyDnsF4j5kat3",""
"@7Keips","FY65e2WRwbsCoa7UMeBKYRfEN179hkLvJig7xZrnxTWZ","TRUE","2026-08-11T17:15:00.000Z","That would be great   FY65e2WRwbsCoa7UMeBKYRfEN179hkLvJig7xZrnxTWZ",""
"@keepwinnerr","EXMnxbd1nRNLuLQFf4DYE4s7csgJXPbe5BucE4fzzMKH","TRUE","2026-08-11T16:55:00.000Z","May today be a day full of good fortune.  Whatever the outcome, may victory be ours.  Blesss me , may we win!   Thankyou    EXMnxbd1nRNLuLQFf4DYE4s7csgJXPbe5BucE4fzzMKH",""
"@girlhappi0","9cRCn9rGT8V2imeM2BaKs13yhMEais3ruM3rPvTGpump","TRUE","2026-08-11T17:47:00.000Z","thank you rad i’m just a girl that’d love to hold solana:9cRCn9rGT8V2imeM2BaKs13yhMEais3ruM3rPvTGpump   BQeWzXg6JAbqDaSMuYete1XfcPp76ugtgTkdMy4HxTM4",""
"@ViktorX_IJD","CuK6UFzEJwMXTQqFYWN3VbPvsQkz2zpU1ngbFXLadKtj","TRUE","2026-08-11T16:39:00.000Z","Thank you   CuK6UFzEJwMXTQqFYWN3VbPvsQkz2zpU1ngbFXLadKtj",""
"@shaqcryptonite","7BCzT9Qx4NaU4UERTiivdy3x6vfeYYWszke1pcQYQqnh","TRUE","2026-08-11T16:58:00.000Z","7BCzT9Qx4NaU4UERTiivdy3x6vfeYYWszke1pcQYQqnh  Haven't gotten anything $ANSEM ,if I win this I will hold",""
"@hiver232","FSvZUpJvPpS7neyqZfcuYgBFRzFec9i7TVSkeAzHg4A2","TRUE","2026-08-12T01:51:00.000Z","FSvZUpJvPpS7neyqZfcuYgBFRzFec9i7TVSkeAzHg4A2   Can I win this please! I need it for the fam",""
"@rektmfers","GGJwRHqJkdfiAdHNwqmrnvASzKjKbaATdMBunbwz4uwP","TRUE","2026-08-11T16:51:00.000Z","always active here! 🫡  GGJwRHqJkdfiAdHNwqmrnvASzKjKbaATdMBunbwz4uwP",""
"@loxdotsol","GvmkJNRmhgNWy5revZNxU4KFy1YZH1a1ZdVRnkT14GEr","TRUE","2026-08-11T16:39:00.000Z","Hey Rad  Haven’t won for you before  I’m a bagworker   Any chance winning?   GvmkJNRmhgNWy5revZNxU4KFy1YZH1a1ZdVRnkT14GEr",""
"@Praisewilldoit","J7xV2j6rokVsonqxojxwEGntXwGPbBS3yht9FbnvH215","TRUE","2026-08-11T23:23:00.000Z","Thank you   J7xV2j6rokVsonqxojxwEGntXwGPbBS3yht9FbnvH215",""
"@marley_web3","2w2dmxnv6xu6T93ahzFh2iQQK7bbkzvQQdkHaxFCcn7B","TRUE","2026-08-11T17:05:00.000Z","2w2dmxnv6xu6T93ahzFh2iQQK7bbkzvQQdkHaxFCcn7B",""
"@TheRealBossjamo","F7dysuySHxqTrAEgDJYo55MBEN9hJz2HaKupdpnMwT18","TRUE","2026-08-11T16:49:00.000Z","F7dysuySHxqTrAEgDJYo55MBEN9hJz2HaKupdpnMwT18",""
"@granitexw","AVcUjpdrwNmYS1iUZ2Yy7pzqyiHcq5MzkD4o97p6vduP","TRUE","2026-08-11T17:07:00.000Z","thanks Rad  what a day to get blessed by you  AVcUjpdrwNmYS1iUZ2Yy7pzqyiHcq5MzkD4o97p6vduP",""
"@StevenAde_","3385b1DK7V8RKT5gBR2TyjWDaiaGQJAh3zfpUhtjNyxb","TRUE","2026-08-11T16:44:00.000Z","Thank you Chad  3385b1DK7V8RKT5gBR2TyjWDaiaGQJAh3zfpUhtjNyxb",""
"@mightyman1111","ELT58jSpZy9yhNv6GBUG1DsxUZ8quyjNDcieC3bruRYu","FALSE","2026-08-11T17:38:00.000Z","ELT58jSpZy9yhNv6GBUG1DsxUZ8quyjNDcieC3bruRYu",""
"@Trading_Tort","9VPMyVhFg7i413wqH3HCTThgjS4oK2kABicfGqZ14A1d","TRUE","2026-08-11T17:41:00.000Z","9VPMyVhFg7i413wqH3HCTThgjS4oK2kABicfGqZ14A1d",""
"@SkipperXI","F2nG72HzC8spHjYr8RwoRVhTMexLTtGBUwiiPDRt5eJ2","TRUE","2026-08-11T16:42:00.000Z","F2nG72HzC8spHjYr8RwoRVhTMexLTtGBUwiiPDRt5eJ2",""
"@SAM_SOL_001","CCTjjycPJjo2T4aDcGdw8quBARWQX36g18BQ4gFMRtNF","TRUE","2026-08-11T17:12:00.000Z","CHOOSE ME CHAMP I PROMISE TO HOLD AND BAGWORK   CCTjjycPJjo2T4aDcGdw8quBARWQX36g18BQ4gFMRtNF",""
"@sayur1zz","2PKMujRJtbnj6oibW7bFvBBBLVhAvvctmbLnVBk1yska","TRUE","2026-08-11T18:52:00.000Z","Thank, bro  2PKMujRJtbnj6oibW7bFvBBBLVhAvvctmbLnVBk1yska",""
"@AdamXMeta","BXG2hvBXTaV5jiXxxPU56mwSXZvcCpnQj6Ri1i9KJRbg","TRUE","2026-08-11T16:57:00.000Z","Appreciate you sharing the wealth @RadTrades_ 🙏🏾  Been watching $ANSEM since the early days and would love to add some to the bag.  BXG2hvBXTaV5jiXxxPU56mwSXZvcCpnQj6Ri1i9KJRbg",""
"@Quantzbet","8ub3xSMgvxK1aATLjxFQZ1pSnVL1Uhi6gKT18e7qt3dr","FALSE","2026-08-11T18:05:00.000Z","Hanging 😂 😂 😂   8ub3xSMgvxK1aATLjxFQZ1pSnVL1Uhi6gKT18e7qt3dr",""
"@Stylocy","GJQjUiz11a4E9rxrYXgywGKb6mu7Bdz2muyS9Kpj46U4","TRUE","2026-08-12T05:47:00.000Z","I'm here red.   GJQjUiz11a4E9rxrYXgywGKb6mu7Bdz2muyS9Kpj46U4",""
"@henevergivesupp","CBACC8tWsyLFqL7mXHZYrpJHu5WkbCuCia3fqHVZCt38","TRUE","2026-08-11T16:42:00.000Z","CBACC8tWsyLFqL7mXHZYrpJHu5WkbCuCia3fqHVZCt38  need please",""
"@creedmotion","2TnwF75CAGnpUqoTPfk1Cc3arSvvK1LThDdwXSnEWn8y","TRUE","2026-08-11T16:40:00.000Z","nitter.net/creedmotion/status/208…  4th time trying  been holding $ansem for 40 plus days now  would be great if i get to win   thank you @RadTrades_  2TnwF75CAGnpUqoTPfk1Cc3arSvvK1LThDdwXSnEWn8y",""
"@payybase122","3AHiTEigaQG6MXdhxD4uCUXb4HQADiK76ju7FtXPMKm1","TRUE","2026-08-11T16:38:00.000Z","Any is much appreciated!  3AHiTEigaQG6MXdhxD4uCUXb4HQADiK76ju7FtXPMKm1",""
"@CadelAndri","728ZoK6SpFh8z5zYBYFMBskAnoUSHJyG3S9AvZpTk7ub","TRUE","2026-08-11T18:19:00.000Z","728ZoK6SpFh8z5zYBYFMBskAnoUSHJyG3S9AvZpTk7ub  Good luck everyone, manifesting a first win",""
"@0xMichiX","ByDvtub4iimiEwTwfHxapFcJZwnB2JwYByRYKaiRN4Aa","TRUE","2026-08-11T16:49:00.000Z","Wish me luck🤲  ByDvtub4iimiEwTwfHxapFcJZwnB2JwYByRYKaiRN4Aa",""
"@damidotsol","Erj82qGGYoWxymfr5N6xw7YdUNtWmA3Ft24coXRKhgks","TRUE","2026-08-12T00:11:00.000Z","Active for you dad  Erj82qGGYoWxymfr5N6xw7YdUNtWmA3Ft24coXRKhgks",""
"@mickaelanic","8Ax2AVWFzdTp4eDp7H6FEFXvBXxw6ExqnF88S2E42Ftg","TRUE","2026-08-11T16:43:00.000Z","Notifications On  Never miss every single Post you made   DIAMOND HAND FOR $ANSEM   8Ax2AVWFzdTp4eDp7H6FEFXvBXxw6ExqnF88S2E42Ftg",""
"@shxdxwsage","24jrvsDsZ2yLA5jCKZX5vmnc7RymDUTkHLVXRFjswsDW","TRUE","2026-08-11T16:47:00.000Z","thank you  24jrvsDsZ2yLA5jCKZX5vmnc7RymDUTkHLVXRFjswsDW",""
"@Blakes4566","23qNjrEfSSx5P4skaWoG43VTAm9iakS7tNNXs1RnV1Ra","TRUE","2026-08-11T17:22:00.000Z","23qNjrEfSSx5P4skaWoG43VTAm9iakS7tNNXs1RnV1Ra",""
"@AUGUSTUS0000000","9dNFfwYwmkK8chPndm3Fd4Vu7RAK9wMcykL9xc8rYw8G","TRUE","2026-08-11T16:49:00.000Z","9dNFfwYwmkK8chPndm3Fd4Vu7RAK9wMcykL9xc8rYw8G",""
"@Z4RIYUH","5APgHGzexn8bSMPPHWRDrRU3bwTu2mW3xcDMGnwL7XMX","TRUE","2026-08-11T16:37:00.000Z","MEEEEE 5APgHGzexn8bSMPPHWRDrRU3bwTu2mW3xcDMGnwL7XMX",""
"@malleyarc","BLHEkTVWTLAu2194HFBNovtW7W26kumaEXmAsRXfiHjS","TRUE","2026-08-11T20:11:00.000Z","Been supporting for a while, will I ever get a win? 🥹  BLHEkTVWTLAu2194HFBNovtW7W26kumaEXmAsRXfiHjS   Thank you",""
"@maranathaP2023","7zYLxtiXEtTuvXGDkiLfQAHLYiRZdPU3p7ptiKfpqPvc","TRUE","2026-08-11T17:04:00.000Z","Let's have it  7zYLxtiXEtTuvXGDkiLfQAHLYiRZdPU3p7ptiKfpqPvc",""
"@Random_dude077","GbPZjsvDvDoe1eLgKVjayYaTJwLLQeYpxvbRn2gKyPVx","TRUE","2026-08-11T18:38:00.000Z","Done ✅  Thanks for this 🙏🏽   I didn't start to give up and won't stop until I won I hope this my time @SolLunix 🙏🏽 I have doing this since day one hope it's my first win thank you for the opportunity   GbPZjsvDvDoe1eLgKVjayYaTJwLLQeYpxvbRn2gKyPVx",""
"@RAYOKxx","HDWu9vqLfWNQETWNJQbKfVCrS4YXhPUQ5yn5JHexa3RY","TRUE","2026-08-11T17:25:00.000Z","HDWu9vqLfWNQETWNJQbKfVCrS4YXhPUQ5yn5JHexa3RY",""
"@GeneralMartia","Gq3reryt4z8uKbekovfdkoambJPaYAKXNkpzGqrGnECP","TRUE","2026-08-11T17:07:00.000Z","Thank you ☺️   Gq3reryt4z8uKbekovfdkoambJPaYAKXNkpzGqrGnECP",""
"@Womanempowerm10","J17E1dz7bKMdzgHeXQE5BgdhizCM7e6NYYZwmRde7vQT","TRUE","2026-08-11T20:20:00.000Z","J17E1dz7bKMdzgHeXQE5BgdhizCM7e6NYYZwmRde7vQT",""
"@siege4tw","9cRCn9rGT8V2imeM2BaKs13yhMEais3ruM3rPvTGpump","TRUE","2026-08-11T17:20:00.000Z","Would love some solana:9cRCn9rGT8V2imeM2BaKs13yhMEais3ruM3rPvTGpump   Thank you @RadTrades_   CSYrD2vmyMkYfwbyAYm7d7A426iKoJiv7nZSTL7ERxyc",""
"@MikeEze18","ZZTydia2vmLp9PhjxpeQwhte2sCNJ7ot7WhH3dCcY3C","TRUE","2026-08-11T21:57:00.000Z","Appreciate you immensely Rad 🤍 feeling like today is the day u will bless me @RadTrades_ $ANSEM   Never won from you king, been here for long now. An OG in this space..   $ANSEM TO THE WORLD 🚀  ZZTydia2vmLp9PhjxpeQwhte2sCNJ7ot7WhH3dCcY3C",""
"@DayoWeb3_","Az5jxe256Ekf6QCJfkTBzxeLawd1gWaHtt5yFFVRm3Wv","TRUE","2026-08-11T20:19:00.000Z","Az5jxe256Ekf6QCJfkTBzxeLawd1gWaHtt5yFFVRm3Wv   @iwilljeet   Thank you legend",""
"@helloramses","FTEcd88ZzGbftLCn7uVHg6nr9Np1uUvUFjN9mEepQU3F","TRUE","2026-08-12T03:20:00.000Z","FTEcd88ZzGbftLCn7uVHg6nr9Np1uUvUFjN9mEepQU3F  Thanks Rad Can I be lucky",""
"@wealthy_ladd","CUp1SBmosTfHMP63Qi8RKRCqMv2rcv86M288ZrmyuBKv","TRUE","2026-08-11T16:46:00.000Z","Hii  CUp1SBmosTfHMP63Qi8RKRCqMv2rcv86M288ZrmyuBKv",""
"@Millxbt","H6FN9yEreqCAdpaej4gMyZULYuu7uqerLM6sxdnzhTTT","TRUE","2026-08-11T16:59:00.000Z","Bless me rad  H6FN9yEreqCAdpaej4gMyZULYuu7uqerLM6sxdnzhTTT",""
"@Gibxszn","3dMJknSsgD6qgRSnmxkLbvBVPWsooS6TkBxh165MmaQ3","TRUE","2026-08-11T17:27:00.000Z","3dMJknSsgD6qgRSnmxkLbvBVPWsooS6TkBxh165MmaQ3",""
"@10ofw3","33oUbiwBfXqHjHpG33N3Sq6tuptinxpF45hwLAVLeN5Q","TRUE","2026-08-11T16:58:00.000Z","Thanks so much rad  33oUbiwBfXqHjHpG33N3Sq6tuptinxpF45hwLAVLeN5Q",""
"@rukogin","421VWqcr8Dam41z8BoA7Yn5G7unLKsWBWyLu4YiRdAjJ","TRUE","2026-08-12T05:41:00.000Z","421VWqcr8Dam41z8BoA7Yn5G7unLKsWBWyLu4YiRdAjJ",""
"@BukatyFrank","3T9qGVsfcw1HkQKjtJgSh7w2nAgHeQRXo96UhpFUtUaL","TRUE","2026-08-11T18:58:00.000Z","Save me 🤲  3T9qGVsfcw1HkQKjtJgSh7w2nAgHeQRXo96UhpFUtUaL",""
"@dreswago","3o824EzbWBRemcmV9ruz9VN8ucZt9HoLq1WMTXQ4GdV1","TRUE","2026-08-11T16:41:00.000Z","3o824EzbWBRemcmV9ruz9VN8ucZt9HoLq1WMTXQ4GdV1  I wonder if I’ll ever win an $ANSEM airdrop, would be my first",""
"@Harlomodolars","52NJMmFY2rwTwzt16Liv16cbYZLnWiqedkiDBLDE8biA","TRUE","2026-08-11T17:22:00.000Z","52NJMmFY2rwTwzt16Liv16cbYZLnWiqedkiDBLDE8biA  Always in Support",""
"@Bagwoker","AYQ2k42NtroY64wQ4qHQAy4kuJwp2UFY768MEWxJi8Jj","TRUE","2026-08-11T16:38:00.000Z","Been trying for a while, fingers crossed this time Your support would really help me out. Goat  Bless me, I’ve always be loyal to you. Remember me  AYQ2k42NtroY64wQ4qHQAy4kuJwp2UFY768MEWxJi8Jj",""
"@0xhayzed","5SiDBqcA2gtvfszH9wQivyNjuuqtAkag5dNjAzKYLyyL","TRUE","2026-08-11T16:42:00.000Z","Thank you,Rad   Bless me man Been holding $Ansem for over 35 days   5SiDBqcA2gtvfszH9wQivyNjuuqtAkag5dNjAzKYLyyL",""
"@Maverick_is_bac","3UsY4RWXKcuquvUYHoCTy9HGpunMaNGmo2Lz31VuoTLi","TRUE","2026-08-11T17:57:00.000Z","Hi @RadTrades_ , Honestly, I don’t even know what to say to convince you to pick me But I’m going to give it my best shot. Hopefully this one is mine 🤞  3UsY4RWXKcuquvUYHoCTy9HGpunMaNGmo2Lz31VuoTLi",""
"@Blessedinvestr","BQ3Gg9ucB7WnaShE4WpJnJTictWhyonXDs8ukbHHoBQM","TRUE","2026-08-11T17:24:00.000Z","BQ3Gg9ucB7WnaShE4WpJnJTictWhyonXDs8ukbHHoBQM  Thanks Rad  Manifesting some solana:9cRCn9rGT8V2imeM2BaKs13yhMEais3ruM3rPvTGpump in my wallet, promise not sell 🙌🙏",""
"@A_meennn","ELdW5GhJ5ENNvKUYhRvbx8yXpH3M5GxLPNpEQ9SEvyur","FALSE","2026-08-11T18:37:00.000Z","Liked ☑️ Retweeted ☑️ Followed ☑️  I can’t be unlucky for 3-6-5 days although not on my word  But I pray for luck today bless me $Rad   ELdW5GhJ5ENNvKUYhRvbx8yXpH3M5GxLPNpEQ9SEvyur",""
"@Jimmyyweb3","FHJBUTs3YwNFRX4WAKBFArjX6vCpFeZwqYV1q6HhjmzV","TRUE","2026-08-11T18:32:00.000Z","FHJBUTs3YwNFRX4WAKBFArjX6vCpFeZwqYV1q6HhjmzV",""
"@AboyAsDEXIRO","533CWCa3ysqzMzbVFXi8Hz2tfhXzDrYampGDH7dQPP7h","FALSE","2026-08-11T17:15:00.000Z","Thank you   533CWCa3ysqzMzbVFXi8Hz2tfhXzDrYampGDH7dQPP7h",""
"@psysco_","8VNWdQXNpvBbz2c1fykfMPczDzA3mnvxgSoaBfP5Vu9y","TRUE","2026-08-11T16:57:00.000Z","8VNWdQXNpvBbz2c1fykfMPczDzA3mnvxgSoaBfP5Vu9y  Thank you Rad",""
"@AYCRRYPT9we","9h9aRxeG3ynSDnrx9BqMTxgfzEMTwwCEWPmbGRTfU1nS","TRUE","2026-08-11T21:05:00.000Z","9h9aRxeG3ynSDnrx9BqMTxgfzEMTwwCEWPmbGRTfU1nS",""
"@jegax_","9Syc9JnedXzEhkb8DuMn2DsAQDmCqusJt7BqF6VeGeJu","TRUE","2026-08-11T18:53:00.000Z","Thank you king  9Syc9JnedXzEhkb8DuMn2DsAQDmCqusJt7BqF6VeGeJu",""
"@oluwa_feezar","C7ouMXxc2PCQZPJ9yPbZ9cN6fbU76KybxXoXeagSfxLh","TRUE","2026-08-11T17:59:00.000Z","C7ouMXxc2PCQZPJ9yPbZ9cN6fbU76KybxXoXeagSfxLh",""
"@TaeKay17","42o1WNqzGcWMqYSoSumNreoPuN4s7KCf6je2epPowvSB","FALSE","2026-08-11T17:10:00.000Z","42o1WNqzGcWMqYSoSumNreoPuN4s7KCf6je2epPowvSB",""
"@Aizen1000x","2Bu1xngmkYSvbxvYdmjo9CWoKVUBxfNdvncBZibkS1DT","FALSE","2026-08-11T17:10:00.000Z","2Bu1xngmkYSvbxvYdmjo9CWoKVUBxfNdvncBZibkS1DT  Unverified can win?",""
"@YahyaSuntan","E2yTHeNtiaXBZEsuxPShHu9yyjNyQ8VsTfyLrrPdLCNo","FALSE","2026-08-11T20:17:00.000Z","E2yTHeNtiaXBZEsuxPShHu9yyjNyQ8VsTfyLrrPdLCNo",""
"@DamiCheckers","J6WjSVyehEXzTQFtVQn2hBgdP6irhVURP11enJsUsQdt","FALSE","2026-08-11T17:28:00.000Z","@RadTrades_  J6WjSVyehEXzTQFtVQn2hBgdP6irhVURP11enJsUsQdt",""
"@HashimA27173479","BK8pCGkhFVkWhQYNt2X2RBvECob8UaGxeCtgmmnzDxpc","FALSE","2026-08-11T17:36:00.000Z","BK8pCGkhFVkWhQYNt2X2RBvECob8UaGxeCtgmmnzDxpc",""
"@_onesammy","D9RQ7Fz4SZXFT1hmRvt3FaM6jbpLrvWGfKf5Ty7mLttt","TRUE","2026-08-11T16:39:00.000Z","D9RQ7Fz4SZXFT1hmRvt3FaM6jbpLrvWGfKf5Ty7mLttt   Thanks do much rad.",""
"@ab1wle","Fp4ty6V34FT8Xi3zv117wVEE4AEadG6HeFAZoME9Wv6z","FALSE","2026-08-11T18:22:00.000Z","Fp4ty6V34FT8Xi3zv117wVEE4AEadG6HeFAZoME9Wv6z",""
"@Hamezs7","CSKKR2n3v1nm6oC4buGfrdKaVVKaTDxPLQnqtnhDJPQA","FALSE","2026-08-11T17:05:00.000Z","Can I get some?  CSKKR2n3v1nm6oC4buGfrdKaVVKaTDxPLQnqtnhDJPQA",""
"@ceteblue","DR9YfxrsxEeAEFWkfYWe8Xbv1t2wyfmyQ3JNbcQN4NvE","FALSE","2026-08-11T18:20:00.000Z","DR9YfxrsxEeAEFWkfYWe8Xbv1t2wyfmyQ3JNbcQN4NvE",""
"@waseem4570","CA7FDTVqxdm4sH19Zgfd8xNqnHjby8QMBngnbPZ6s4nX","FALSE","2026-08-11T17:59:00.000Z","CA7FDTVqxdm4sH19Zgfd8xNqnHjby8QMBngnbPZ6s4nX",""
"@alwayslovepjs","EH1vqxy9SnUsJgu9gi1BTnYAgagd6wus9xiMKT456bha","FALSE","2026-08-11T17:15:00.000Z","LETSS G  EH1vqxy9SnUsJgu9gi1BTnYAgagd6wus9xiMKT456bha",""
"@yabesronii","6Atxgt4k4MniV4e18LBKS5gXXe8GUKz4Vmko1c1t1EQG","FALSE","2026-08-11T18:29:00.000Z","First win?  6Atxgt4k4MniV4e18LBKS5gXXe8GUKz4Vmko1c1t1EQG",""
"@Mustaph97093101","Hd352wSxCD7bseU62x8z39zqahCtygxW8YZV3oAcPYA3","FALSE","2026-08-11T17:08:00.000Z","Hd352wSxCD7bseU62x8z39zqahCtygxW8YZV3oAcPYA3",""
"@TaHT000","fa4JFjbBtaRSdSnUotxjEvBfEkUPpjvM8mVKc3Axmmq","FALSE","2026-08-11T18:14:00.000Z","fa4JFjbBtaRSdSnUotxjEvBfEkUPpjvM8mVKc3Axmmq",""
"@softwuhv","J6zpvejxjKoJykJkX5K6PHhAFDdZyHZz21AxkLFxPJLg","TRUE","2026-08-11T19:25:00.000Z","thank you rad!   J6zpvejxjKoJykJkX5K6PHhAFDdZyHZz21AxkLFxPJLg",""
"@Sandi5552013855","4SPfhUp11BuaThoMpcBAgiiyWZpSAHukhFcYfEQtsbas","FALSE","2026-08-11T17:19:00.000Z","Can i get?  4SPfhUp11BuaThoMpcBAgiiyWZpSAHukhFcYfEQtsbas",""
"@sub_b00mer","2dmrr8LBDEkYorF5Jis7ZEa4Qx3C8PwDmvWhUoWGv828","FALSE","2026-08-11T17:19:00.000Z","2dmrr8LBDEkYorF5Jis7ZEa4Qx3C8PwDmvWhUoWGv828",""
"@mulyonojo12","6QPGpBEDWSyDWBnPLQcqvHxjGbAuL9wnVYA8Sz7hSNMN","FALSE","2026-08-11T23:39:00.000Z","6QPGpBEDWSyDWBnPLQcqvHxjGbAuL9wnVYA8Sz7hSNMN",""
"@Maampuwin","BCCn4cGSYSTRNEJq5PSee5RwcEibVXKJz8BPxyk17sJv","FALSE","2026-08-11T17:15:00.000Z","Thanks sir 🥰🥹 BCCn4cGSYSTRNEJq5PSee5RwcEibVXKJz8BPxyk17sJv",""
"@Hollywwoodevv","GDdWzR4sMAER5j7N6PKUqud9qJMZGEeHWVmha5HqX7fx","FALSE","2026-08-11T17:36:00.000Z","GDdWzR4sMAER5j7N6PKUqud9qJMZGEeHWVmha5HqX7fx",""
"@Imgskrishna","CMjNBAwRsbWWEhV1Tf4xxifYRCvQuHaXiQmVJAcxvzMo","FALSE","2026-08-11T17:23:00.000Z","CMjNBAwRsbWWEhV1Tf4xxifYRCvQuHaXiQmVJAcxvzMo",""
"@Ntd1501","EWCcqBpJ7uwK674aJZG5VD4Txxev5FatR1y4KDVqChty","FALSE","2026-08-12T03:08:00.000Z","EWCcqBpJ7uwK674aJZG5VD4Txxev5FatR1y4KDVqChty",""
"@mopidopee","5kx9HyCyKB2m19MjFNwaLyLnHkFQVsEq1PouwSjnS9Gj","FALSE","2026-08-11T17:07:00.000Z","5kx9HyCyKB2m19MjFNwaLyLnHkFQVsEq1PouwSjnS9Gj",""
"@multivindo","4SjUA82mZiJmkbcy4JDfSsBHaykCMLaUAxwidS6Q3hys","FALSE","2026-08-12T00:46:00.000Z","4SjUA82mZiJmkbcy4JDfSsBHaykCMLaUAxwidS6Q3hys",""
"@DagnalisLoL","ooJP5XrtiLUis6Au3jUJALhud3SHaYX2TcXa4PCweTM","FALSE","2026-08-11T17:06:00.000Z","ooJP5XrtiLUis6Au3jUJALhud3SHaYX2TcXa4PCweTM",""
"@DuongTien990","HZk8pLrqadd8teDftFLVSg2xpuziCcHTMsxHGtiG1Hbj","FALSE","2026-08-12T07:11:00.000Z","HZk8pLrqadd8teDftFLVSg2xpuziCcHTMsxHGtiG1Hbj",""
"@Faithfulonuth7","4k2psk5WnmiQtCPgzZ7yNN7GScLe1aM9jbjHEWV7mPX4","FALSE","2026-08-12T01:20:00.000Z","4k2psk5WnmiQtCPgzZ7yNN7GScLe1aM9jbjHEWV7mPX4",""
